substrate,power,calibration,baked,bake time,sample number,pressure,mtime,burn quality,DW,filePath,CW,cell number
201,9W,false,baked,12h,2,700,1416883835.5600827,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW59 9W_700Pa-2.jy,59,unknown
201,9W,false,baked,12h,1,700,1416882097.1808403,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW60 9W_700Pa-1.jy,60,unknown
201,5W,false,baked,12h,1,800,1416879445.9575958,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW63 9.5W_800Pa-1.jy,63,unknown
201,5W,false,baked,12h,2,800,1416881440.2948866,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW63 9.5W_800Pa-2.jy,63,unknown
201,5W,false,baked,12h,1,800,1416878559.6888392,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW64 9.5W_800Pa-1.jy,64,unknown
201,9W,false,baked,12h,1,800,1416877758.4402318,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW64 9W 800Pa-1.jy,64,unknown
201,9W,false,baked,12h,2,800,1416876889.1911051,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW65 9W 800Pa-2.jy,65,unknown
201,5W,false,baked,12h,1,900,1416616748.8802052,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW81 10.5W_900Pa- 1.jy,81,unknown
201,5W,false,baked,12h,2,900,1416617667.7998192,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW81 10.5W_900Pa-2.jy,81,unknown
201,12W,false,baked,12h,1,700,1416601920.3136039,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW81_12W_700Pa-1.jy,81,unknown
201,12W,false,baked,12h,N/A,700,1416601118.7841961,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW81_12W_700Pa.jy,81,unknown
201,5W,false,baked,12h,1,1100,1416615279.342024,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW82 10.5W 1100Pa-1.jy,82,unknown
201,5W,false,baked,12h,2,900,1416615926.3219604,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW82 10.5W_900Pa- 2.jy,82,unknown
201,12W,false,baked,12h,1,700,1416602579.742362,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW82_12W_700Pa-1.jy,82,unknown
201,9W,false,baked,12h,1,1000,1416612449.8990667,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW83 9W 1000Pa-1.jy,83,unknown
201,9W,false,baked,12h,2,1000,1416613349.3342464,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW83 9W 1000Pa-2.jy,83,unknown
201,9W,false,baked,12h,3,1000,1416614586.0732186,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW83 9W 1000Pa-3.jy,83,unknown
201,12W,false,baked,12h,1,700,1416603370.0303447,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW83_12W_700Pa-1.jy,83,unknown
201,12W,false,baked,12h,1,700,1416604272.7477274,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW84_12W_700Pa-1.jy,84,unknown
201,12W,false,baked,12h,1,700,1416607516.9842162,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW85_12W_700Pa-1.jy,85,unknown
201,12W,false,baked,12h,1,700,1416609551.1645875,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW86_12W_700Pa-1.jy,86,unknown
201,12W,false,baked,12h,2,700,1416610475.6534111,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW86_12W_700Pa-2.jy,86,unknown
201,5W,false,baked,12h,2,900,1416619882.2704964,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW91 10.5W_900Pa-2.jy,91,unknown
201,5W,false,baked,12h,3,900,1416621358.2982888,N/A,unknown,Y:/Characterization/GDOES/TCO/CIGS2010 opt\S350 DW-1/CW91 10.5W_900Pa-3.jy,91,unknown
187,unknown,false,baked,12h,2,unknown,1383594192.4842708,N/A,unknown,Y:/Characterization/GDOES/TCO/S00187/D0373171-2.jy,unknown,0373171
187,unknown,false,baked,12h,3,unknown,1383594744.7564406,N/A,unknown,Y:/Characterization/GDOES/TCO/S00187/D0373171-3.jy,unknown,0373171
277,unknown,false,baked,12h,N/A,unknown,1383260632.6561315,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/JFE lot 10-A.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1387329660.1753483,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/JFE863931-1.jy,unknown,863931
271,unknown,false,baked,12h,1,unknown,1387330638.9366674,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/JfeSC1206-1.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1387331227.0421002,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/JfeSC1206-2.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1383618103.7513976,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC01 c1-1.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1383618426.0323634,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC01 c2-1.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1383618803.0552135,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC01 c3-1.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1383619291.4920714,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC01 c4-1.jy,unknown,unknown
271,unknown,false,baked,m,1,unknown,1394245707.5172603,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC01_naF_22nm-1.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1383767207.0151255,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC1 c1-2.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1383768216.196498,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC1 c2-2.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1383777365.0206244,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC1 c3-2.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1383777684.165985,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/LC1 c4-2.jy,unknown,unknown
187,unknown,false,baked,12h,1,unknown,1400185965.0746858,N/A,23,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S187 dw 23 cw 63 -1.jy,63,unknown
211,unknown,false,baked,12h,1,unknown,1400199449.947639,N/A,25,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S211 dw 25 cw 50 -1.jy,50,unknown
211,unknown,false,baked,12h,1,unknown,1400198062.372002,N/A,25,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S211 dw 25 cw 85 -1.jy,85,unknown
271,unknown,false,baked,12h,N/A,unknown,1383614237.95742,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/S256 1pass Na.jy,unknown,unknown
271,unknown,false,baked,12h,1,unknown,1383617146.0345154,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/S260 1pass Na-1.jy,unknown,unknown
271,unknown,false,baked,12h,2,unknown,1383617706.9803007,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/S260 1pass Na-2.jy,unknown,unknown
271,unknown,false,baked,12h,N/A,unknown,1383616696.2857254,N/A,unknown,Y:/Characterization/GDOES/TCO/S00271/S260 1pass Na.jy,unknown,unknown
267,5W,false,baked,12h,1,1100,1417735783.7020068,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\11.5W 1100Pa/S267 11.5W_1100Pa-1.jy,unknown,unknown
267,5W,false,baked,12h,1,800,1417736777.0025516,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\11.5W 800Pa/S267 11.5W_800Pa-1.jy,unknown,unknown
267,12W,false,baked,12h,1,800,1417740214.6673775,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 800Pa/S267 12W_800Pa-1.jy,unknown,unknown
267,12W,false,baked,12h,1,900,1417737885.4468985,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 900Pa/S267 12W_900Pa-1.jy,unknown,unknown
267,12W,false,baked,12h,2,900,1417738918.1491003,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 900Pa/S267 12W_900Pa-2.jy,unknown,unknown
267,12W,false,baked,12h,3,900,1417739585.5650723,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 900Pa/S267 12W_900Pa-3.jy,unknown,unknown
267,12W,false,baked,12h,4,900,1417829379.0618782,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 900Pa/S267 12W_900Pa-4.jy,unknown,unknown
267,12W,false,baked,12h,5,900,1417829538.2601578,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 900Pa/S267 12W_900Pa-5.jy,unknown,unknown
267,12W,false,baked,12h,3,800,1417743169.7139554,N/A,unknown,Y:/Characterization/GDOES/TCO/Tests\S267 Dw 243 cw 80\12W 800Pa/S267_12W_800Pa-3.jy,unknown,unknown
267,unknown,false,baked,12h,1,unknown,1400622427.489838,N/A,243,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw 243_cw 80 -1.jy,80,unknown
267,unknown,false,baked,12h,2,unknown,1400887391.8141212,N/A,243,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw 243_cw 80 -2.jy,80,unknown
267,unknown,false,baked,12h,1,unknown,1397776264.021194,N/A,152,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw152_28-1.jy,unknown,unknown
267,unknown,false,baked,12h,1,unknown,1397772250.3527687,N/A,222,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw222_72-1.jy,unknown,unknown
267,unknown,false,baked,12h,1,unknown,1397773826.8409252,N/A,223,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw223_28-1.jy,unknown,unknown
267,unknown,false,baked,12h,1,unknown,1397781153.3819692,N/A,37,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw37_72-1.jy,unknown,unknown
267,unknown,false,baked,12h,1,unknown,1397778100.3316193,N/A,97,Y:/Characterization/GDOES/TCO/S00267 PRF/S267_dw97_28-1.jy,unknown,unknown
268,9W,false,baked,12h,1,850,1428940769.3133228,N/A,142,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw 142 cw 33-1.jy,33,unknown
268,unknown,false,baked,12h,1,unknown,1400267487.4021113,N/A,26,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268 dw 26 cw 41-1.jy,41,unknown
268,unknown,false,baked,12h,2,unknown,1400267818.590693,N/A,26,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268 dw 26 cw 41-2.jy,41,unknown
268,9W,false,baked,12h,1,850,1428941337.4033086,N/A,7.7,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw 7.7 cw 41-1.jy,41,unknown
268,9W,false,baked,12h,2,850,1428943507.6167204,N/A,7.7,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw 7.7 cw 41-2.jy,41,unknown
268,9W,false,baked,12h,1,850,1428942690.861686,N/A,70,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw 70 cw 41-1.jy,41,unknown
268,9W,false,baked,12h,2,850,1428951520.4687705,N/A,142,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw142 cw 33-2.jy,33,unknown
268,9W,false,baked,12h,2,850,1428952375.7962606,N/A,26,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw26 cw 41-2.jy,41,unknown
268,9W,false,baked,12h,2,850,1428955420.2196078,N/A,70,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S268 dw70 cw 41-2.jy,41,unknown
268,unknown,false,baked,12h,01,unknown,1398131284.1347988,N/A,70,Y:/Characterization/GDOES/TCO/S00268\PRF/S268-01_dw70_cw41-2.jy,41,unknown
268,unknown,false,baked,12h,02,unknown,1400203083.2722085,N/A,70,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268-02 dw70 cw41-1.jy,41,unknown
268,unknown,false,baked,12h,02,unknown,1400204106.680806,N/A,70,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268-02 dw70 cw41-2.jy,41,unknown
268,unknown,false,baked,12h,1,unknown,1397761792.004024,N/A,142,Y:/Characterization/GDOES/TCO/S00268\PRF/S268_dw142_cw33-1.jy,33,unknown
268,unknown,false,baked,12h,1,unknown,1397767439.7047315,N/A,26,Y:/Characterization/GDOES/TCO/S00268\PRF/S268_dw26_cw41-1.jy,41,unknown
268,unknown,false,baked,12h,3,unknown,1400265720.4986198,N/A,70,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268_dw70_cw 41-3.jy,41,unknown
268,unknown,false,baked,12h,1,unknown,1397768901.3700867,N/A,70,Y:/Characterization/GDOES/TCO/S00268\PRF/S268_dw70_cw41-1.jy,41,unknown
268,unknown,false,baked,12h,3,unknown,1401396382.3460665,N/A,70,Y:/Characterization/GDOES/TCO/S00268\PRF/S268_dw70_cw41-3.jy,41,unknown
268,unknown,false,baked,12h,4,unknown,1401397765.2884955,N/A,70,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S268_dw70_cw41-4.jy,41,unknown
268,unknown,false,baked,12h,1,unknown,1397765878.6567898,N/A,7,Y:/Characterization/GDOES/TCO/S00268\PRF/S268_dw7_7_cw41-1.jy,41,unknown
269,unknown,false,baked,12h,4,unknown,1401823756.239853,N/A,211,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269 dw 211 cw 41-4.jy,41,unknown
269,unknown,false,baked,12h,10,unknown,1398126280.5900228,N/A,119,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269-10_dw119_cw59-1.jy,59,unknown
269,unknown,false,baked,12h,17,unknown,1398129789.0281727,N/A,145,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269-17_dw145_cw84-1.jy,84,unknown
269,unknown,false,baked,12h,18,unknown,1398128291.8235552,N/A,146,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269-18_dw146_cw59-1.jy,59,unknown
269,unknown,false,baked,12h,1,unknown,1399078218.2240095,N/A,unknown,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269_10 D110 CW 33-1.jy,33,unknown
269,unknown,false,baked,12h,1,unknown,1399076675.9429007,N/A,unknown,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269_12 d129 cw 59-1.jy,59,unknown
269,unknown,false,baked,12h,1,unknown,1401399504.1015375,N/A,211.5,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S269_dw211.5_cw41-1.jy,41,unknown
269,unknown,false,baked,12h,2,unknown,1401402036.322573,N/A,211.5,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269_dw211.5_cw41-2.jy,41,unknown
269,unknown,false,baked,12h,3,unknown,1401405898.4397442,N/A,211.5,Y:/Characterization/GDOES/TCO/S00269\S269 PRF/S269_dw211.5_cw41-3.jy,41,unknown
271,unknown,false,baked,12h,1,unknown,1397783994.8871481,N/A,92,Y:/Characterization/GDOES/TCO/S00271\S00271 PRF/S271_dw 92_cw20-1.jy,20,unknown
271,unknown,false,baked,12h,1,unknown,1397782590.9868944,N/A,93,Y:/Characterization/GDOES/TCO/S00271\S00271 PRF/S271_dw 93_cw46-1.jy,46,unknown
273,unknown,false,baked,12h,1,unknown,1400180299.7198553,N/A,15,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S273 Dw 15 cw 54-1.jy,54,unknown
273,unknown,false,baked,12h,1,unknown,1400181685.4234893,N/A,4,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S273 Dw 4 cw 54-1.jy,54,unknown
273,unknown,false,baked,12h,1,unknown,1399667323.3440294,N/A,25,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S273_2 dw 25 cw 54-1.jy,54,unknown
277,unknown,false,baked,12h,1,unknown,1383181772.9815328,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-1.jy,unknown,unknown
277,unknown,false,baked,12h,2,unknown,1383182268.9064038,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-2.jy,unknown,unknown
277,unknown,false,baked,12h,3,unknown,1383184056.6383438,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-3.jy,unknown,unknown
277,unknown,false,baked,12h,4,unknown,1383186772.4371018,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-4.jy,unknown,unknown
277,unknown,false,baked,12h,5,unknown,1383245454.2669852,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-5.jy,unknown,unknown
277,unknown,false,baked,12h,6,unknown,1383248055.4999416,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72-6.jy,unknown,unknown
277,unknown,false,baked,12h,N/A,unknown,1383181203.705333,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277/S277_60_72.jy,unknown,unknown
277,unknown,false,baked,12h,1,unknown,1395351779.8832815,N/A,unknown,Y:/Characterization/GDOES/TCO/S00277\PRF22-1200/S277_D60_c72-1.jy,unknown,unknown
280,unknown,false,baked,12h,16,unknown,1395349624.1467073,N/A,unknown,Y:/Characterization/GDOES/TCO/S00280\PRF/S280-16_D206_PRF-1 C420186.jy,unknown,420186
280,unknown,false,baked,12h,1,unknown,1399499419.6969519,N/A,206,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S280_16 dw 206 -1.jy,unknown,unknown
280,unknown,false,baked,12h,1,unknown,1395360760.5844307,N/A,110,Y:/Characterization/GDOES/TCO/S00280\PRF/S280_DW110_prf-1.jy,unknown,unknown
284,unknown,false,baked,12h,04,unknown,1400201062.226071,N/A,167,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S284-04 dw167 cw50-1.jy,50,unknown
285,unknown,false,baked,12h,1,unknown,1399501170.3320267,N/A,45,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S285 dw 45 cw 25  -1.jy,25,unknown
285,unknown,false,baked,12h,02,unknown,1400202281.5868003,N/A,18,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S285-02 dw18 cw50-1.jy,50,unknown
285,unknown,false,baked,12h,2,unknown,1399067781.8357036,N/A,unknown,Y:/Characterization/GDOES/TCO/S00285\S00285 PRF/S285_2 d 34 cw 25-2.jy,25,unknown
285,unknown,false,baked,12h,1,unknown,1399065390.743116,N/A,unknown,Y:/Characterization/GDOES/TCO/S00285\S00285 PRF/S285_3_d 103 cw 75-1.jy,75,unknown
289,unknown,false,baked,12h,00,unknown,1393032958.1471694,N/A,unknown,Y:/Characterization/GDOES/TCO/Pulse recipe opt\S289 std3/S289_15kW_1.2k-00a-2.jy,unknown,unknown
289,unknown,false,baked,12h,00001,unknown,1394757082.2682598,N/A,unknown,Y:/Characterization/GDOES/TCO/S00289PRF/S289_d266_c59--00001.jy,unknown,unknown
289,unknown,false,baked,12h,1,unknown,1394642528.1541722,N/A,unknown,Y:/Characterization/GDOES/TCO/S00289PRF/S289_d280_c59-1.jy,unknown,unknown
289,unknown,false,baked,12h,1,unknown,1398217082.9552927,N/A,3.57,Y:/Characterization/GDOES/TCO/S00289PRF/S289_dw 3.57_cw 50-1.jy,50,unknown
289,unknown,false,baked,12h,2,unknown,1398218790.67068,N/A,280,Y:/Characterization/GDOES/TCO/S00289PRF/S289_dw280_cw 59-2.jy,59,unknown
290,unknown,false,baked,12h,0,unknown,1385073866.2370143,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-0.jy,unknown,unknown
290,unknown,false,baked,12h,1,unknown,1385075927.7862227,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-1.jy,unknown,unknown
290,unknown,false,baked,12h,2,unknown,1385076572.0517545,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-2.jy,unknown,unknown
290,unknown,false,baked,12h,3,unknown,1385081016.9063492,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-3.5.jy,unknown,unknown
290,unknown,false,baked,12h,3,unknown,1385077925.822132,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-3.jy,unknown,unknown
290,unknown,false,baked,12h,4,unknown,1385080402.1404693,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_80-4.jy,unknown,unknown
290,unknown,false,baked,12h,0,unknown,1385074614.773129,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_83-0.jy,unknown,unknown
290,unknown,false,baked,12h,1,unknown,1385075352.0984118,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_83-1.jy,unknown,unknown
290,unknown,false,baked,12h,2,unknown,1385077223.727299,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_83-2.jy,unknown,unknown
290,unknown,false,baked,12h,3,unknown,1385079045.5152867,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_83-3.jy,unknown,unknown
290,unknown,false,baked,12h,4,unknown,1385079570.8618093,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_DW0_83-4.jy,unknown,unknown
290,9W,false,baked,12h,1,850,1425594633.5319853,N/A,0,Y:/Characterization/GDOES/TCO/S00290\S290 9W 850Pa/S290_Dw0 cw 75-1.jy,75,unknown
290,9W,false,baked,12h,2,850,1425595053.5003228,N/A,0,Y:/Characterization/GDOES/TCO/S00290\S290 9W 850Pa/S290_Dw0 cw 75-2.jy,75,unknown
290,9W,false,baked,12h,3,850,1425595793.4564226,N/A,0,Y:/Characterization/GDOES/TCO/S00290\S290 9W 850Pa/S290_Dw0 cw 75-3.jy,75,unknown
290,unknown,false,baked,12h,2,unknown,1384898058.5204864,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_dw0_70-2.jy,unknown,unknown
290,unknown,false,baked,12h,3,unknown,1384898672.3191645,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_dw0_70-3.jy,unknown,unknown
290,unknown,false,baked,12h,4,unknown,1384899264.0438037,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_dw0_70-4.jy,unknown,unknown
290,unknown,false,baked,12h,5,unknown,1384998384.3522575,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_dw0_70-5.jy,unknown,unknown
290,unknown,false,baked,12h,N/A,unknown,1384827532.4376383,N/A,0,Y:/Characterization/GDOES/TCO/S00290/S290_dw0_70.jy,unknown,unknown
291,unknown,false,baked,12h,1,unknown,1424744131.7960017,N/A,162,Y:/Characterization/GDOES/TCO/Today/S291_DW162_CW 50-1.jy,50,unknown
291,unknown,false,baked,12h,1,unknown,1424740667.9249296,N/A,164,Y:/Characterization/GDOES/TCO/Today/S291_DW164_CW 50-1.jy,50,unknown
291,unknown,false,baked,12h,1,unknown,1424735316.5389445,N/A,189,Y:/Characterization/GDOES/TCO/Today/S291_DW189_CW 46-1.jy,46,unknown
291,unknown,false,baked,12h,1,unknown,1424739928.4453502,N/A,196,Y:/Characterization/GDOES/TCO/Today/S291_DW196_CW 50-1.jy,50,unknown
296,unknown,false,baked,12h,1,unknown,1400014713.8667948,N/A,unknown,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S296_9 d182 cw 41-1.jy,41,unknown
296,unknown,false,baked,12h,1,unknown,1400013339.2235804,N/A,unknown,Y:/Characterization/GDOES/TCO/Pulse recipe opt\NVS_TCO_Pulse_1/S296_9 d192 cw 41-1.jy,41,unknown
304,unknown,false,baked,12h,5,unknown,1424395308.9418652,good,unknown,Y:/Characterization/GDOES/TCO/Today/S304_080_bk-5.jy,unknown,unknown
304,unknown,false,baked,12h,6,unknown,1424398294.4765346,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_080_bk-6.jy,unknown,unknown
304,unknown,false,no bake,12h,5,unknown,1424395798.1275244,not good,unknown,Y:/Characterization/GDOES/TCO/Today/S304_211_nb-5.jy,unknown,unknown
304,unknown,false,no bake,12h,6,unknown,1424396342.7244809,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_211_nb-6.jy,unknown,unknown
304,unknown,false,no bake,12h,7,unknown,1424397155.8149347,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_211_nb-7.jy,unknown,unknown
304,unknown,false,no bake,3h,8,unknown,1424397660.7098217,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_211_nb-8.jy,unknown,unknown
304,unknown,false,no bake,12h,1,unknown,1424733269.596949,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C517211_nb-1.jy,unknown,517211
304,unknown,false,no bake,24h,2,unknown,1424734136.552872,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C517211_nb-2.jy,unknown,517211
304,unknown,false,no bake,12h,5,unknown,1424826170.5220277,bad,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C517211_nb-5.jy,unknown,517211
304,unknown,false,no bake,12h,6,unknown,1424826763.4478693,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C517211_nb-6.jy,unknown,517211
304,unknown,false,baked,12h,3,unknown,1424813157.5582087,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C527080_bake-3.jy,unknown,527080
304,unknown,false,baked,12h,1,unknown,1424732634.912647,good,unknown,Y:/Characterization/GDOES/TCO/Today/S304_C527080_baked-1.jy,unknown,527080
304,unknown,false,no bake,12h,1,unknown,1423787571.0210657,N/A,38,Y:/Characterization/GDOES/TCO/Today/S304_DW38_CW25_nb-1.jy,25,unknown
304,unknown,false,no bake,12h,2,unknown,1423788547.1459801,N/A,38,Y:/Characterization/GDOES/TCO/Today/S304_DW38_CW25_nb-2.jy,25,unknown
304,unknown,false,no bake,m,3,unknown,1424379286.2784016,N/A,38,Y:/Characterization/GDOES/TCO/Today/S304_DW38_CW25_nb-3.jy,25,unknown
304,unknown,false,baked,12h,1,unknown,1423788131.1712494,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_DW_CW_baked-1.jy,unknown,unknown
304,unknown,false,baked,12h,2,unknown,1424378855.0156443,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_DW_CW_baked-2.jy,unknown,unknown
304,unknown,false,baked,12h,3,unknown,1424379909.1562958,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S304_DW_CW_baked-3.jy,unknown,unknown
