substrate,power,calibration,baked,bake time,sample number,pressure,mtime,burn quality,DW,filePath,CW,cell number
358,9W,false,baked,12h,1,850,1430344141.369835,good,118,Y:/Characterization/GDOES/TCO/042915 9W 850Pa/S358 dw118 cw46-1.jy,46,unknown
358,75W,false,baked,12h,2,1200,1432054972.1769156,ok,118,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw118 cw46-2.jy,46,unknown
358,9W,false,baked,12h,1,850,1430414248.8515437,good,126,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw126 cw29-1.jy,29,unknown
358,75W,false,baked,12h,2,1200,1432058484.4138844,ok,126,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw126 cw29-2.jy,29,unknown
358,75W,false,baked,12h,3,1200,1432060647.9908724,bad,126,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw126 cw29-3.jy,29,unknown
358,9W,false,baked,12h,1,850,1430419826.644531,good,140,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw140 cw71-1.jy,71,unknown
358,9W,false,baked,12h,2,850,1430420629.9211419,good,140,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw140 cw71-2.jy,71,unknown
358,75W,false,baked,12h,3,1200,1432053913.7558687,good,140,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw140 cw71-3.jy,71,unknown
358,9W,false,baked,12h,1,850,1430418243.0715473,good,149,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw149 cw71-1.jy,71,unknown
358,9W,false,baked,12h,2,850,1430418992.9960642,good,149,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw149 cw71-2.jy,71,unknown
358,75W,false,baked,12h,3,1200,1431987100.9613512,bad,149,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw149 cw71-3.jy,71,unknown
358,75W,false,baked,12h,4,1200,1431989925.4039,very good,149,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw149 cw71-4.jy,71,unknown
358,9W,false,baked,12h,1,850,1430416432.2983668,good,63,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw63 cw37-1.jy,37,unknown
358,75W,false,baked,12h,2,1200,1431984558.5480976,ok,63,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw63 cw37-2.jy,37,unknown
358,9W,false,baked,12h,1,850,1430415372.4747171,good,82,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw82 cw29-1.jy,29,unknown
358,75W,false,baked,12h,2,1200,1432059468.9564016,good,82,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw82 cw29-2.jy,29,unknown
358,9W,false,baked,12h,1,850,1430417324.9787345,bad,92,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw92 cw54-1.jy,54,unknown
358,9W,false,baked,12h,2,850,1430426068.8774762,good,92,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S358 dw92 cw54-2.jy,54,unknown
358,75W,false,baked,12h,3,1200,1431985500.009751,ok,92,Y:/Characterization/GDOES/TCO/S00358\3.75W 1200Pa/S358 dw92 cw54-3.jy,54,unknown
364,unknown,false,baked,12h,1,unknown,1409180151.945483,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf/S364 DW 0 cw 20 -1.jy,20,unknown
364,unknown,false,baked,12h,1,unknown,1409185722.1418538,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf/S364 DW 0 cw 60 -1.jy,60,unknown
364,unknown,false,baked,12h,1,unknown,1409331591.6174529,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf/S364 dw 0 cw 60-1.jy,60,unknown
364,unknown,false,baked,12h,1,unknown,1420571200.3039086,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_10-1.jy,unknown,unknown
364,unknown,false,baked,12h,2,unknown,1420573479.9607003,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_10-2.jy,unknown,unknown
364,unknown,false,baked,12h,1,unknown,1420574341.4566135,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_30-1.jy,unknown,unknown
364,unknown,false,baked,12h,1,unknown,1420575268.241829,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_50-1.jy,unknown,unknown
364,unknown,false,baked,12h,1,unknown,1420576394.361007,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_70-1.jy,unknown,unknown
364,unknown,false,baked,12h,1,unknown,1420583399.350686,N/A,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_90-1.jy,unknown,unknown
364,unknown,false,baked,12h,2,unknown,1420584177.0120518,question,unknown,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_0_90-2.jy,unknown,unknown
364,9W,false,baked,12h,1,850,1425603575.9702692,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf\9W 850Pa/S364_Dw0 cw 20-1.jy,20,unknown
364,9W,false,baked,12h,1,850,1425602904.7790904,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf\9W 850Pa/S364_Dw0 cw 60-1.jy,60,unknown
364,unknown,false,baked,12h,2,unknown,1420758400.149877,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_dw 0_cw 30-2.jy,30,unknown
364,unknown,false,baked,12h,2,unknown,1420756678.0564647,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_dw 0_cw 50-2.jy,50,unknown
364,unknown,false,baked,12h,2,unknown,1420757514.7639344,N/A,0,Y:/Characterization/GDOES/TCO/S00364 prf\rec2015/S364_dw 0_cw 70-2.jy,70,unknown
365,unknown,false,baked,m,0,unknown,1409189099.2633731,N/A,170,Y:/Characterization/GDOES/TCO/S00365 prf/S365 DW170 cw 90-0cm.jy,90,unknown
365,unknown,false,baked,m,1,unknown,1409191844.5225823,N/A,170,Y:/Characterization/GDOES/TCO/S00365 prf/S365 DW170 cw 90-1cm.jy,90,unknown
365,unknown,false,baked,m,3,unknown,1409339903.9950285,N/A,170,Y:/Characterization/GDOES/TCO/S00365 prf/S365 DW170 cw 90-3cm.jy,90,unknown
365,unknown,false,baked,m,4,unknown,1409350014.2329493,N/A,170,Y:/Characterization/GDOES/TCO/S00365 prf/S365 DW170 cw 90-4cm.jy,90,unknown
365,unknown,false,baked,m,5,unknown,1409187150.4299502,N/A,170,Y:/Characterization/GDOES/TCO/S00365 prf/S365 DW170 cw 90-5cm.jy,90,unknown
379,9W,false,baked,12h,12,850,1428713165.5717046,good,166,Y:/Characterization/GDOES/TCO/041015 9W 850Pa/S379 dw 166 cw 71-12.jy,71,unknown
379,9W,false,baked,12h,11,850,1428708684.9208467,N/A,228,Y:/Characterization/GDOES/TCO/041015 9W 850Pa/S379 dw 228 cw 71-11.jy,71,unknown
379,9W,false,baked,12h,12,850,1428712779.0966258,good,228,Y:/Characterization/GDOES/TCO/041015 9W 850Pa/S379 dw 228 cw 71-12.jy,71,unknown
379,9W,false,baked,12h,3,850,1426263329.0566924,good,228,Y:/Characterization/GDOES/TCO/S00379\9W 850Pa/S379 dw 228 cw 71-3.jy,71,unknown
379,9W,false,baked,12h,4,900,1426264125.0948906,questionable,228,Y:/Characterization/GDOES/TCO/031512 9W 900Pa\QA/S379 dw 228 cw 71-4.jy,71,unknown
379,9W,false,baked,12h,4,900,1426264589.0553055,N/A,228,Y:/Characterization/GDOES/TCO/031512 9W 900Pa\QA/S379 dw 228 cw 71-4a.jy,71,unknown
379,9W,false,baked,12h,11,850,1428714213.8155458,good,51,Y:/Characterization/GDOES/TCO/041015 9W 850Pa/S379 dw 51 cw 71-11.jy,71,unknown
379,9W,false,baked,12h,3,850,1426123224.7660787,N/A,51,Y:/Characterization/GDOES/TCO/S00379\9W 850Pa/S379 dw 51 cw 71-3.jy,71,unknown
379,9W,false,baked,12h,11,850,1428713705.395053,good,91,Y:/Characterization/GDOES/TCO/041015 9W 850Pa/S379 dw 91 cw 71-11.jy,71,unknown
379,9W,false,baked,12h,1,850,1430424207.0610063,good,137,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw137 cw46-1.jy,46,unknown
379,9W,false,baked,12h,2,850,1430425107.8377883,bad,137,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw137 cw46-2.jy,46,unknown
379,9W,false,baked,12h,3,850,1430430052.9758618,bad,137,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw137 cw46-3.jy,46,unknown
379,75W,false,baked,12h,4,1200,1431471246.6250732,very good,137,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw137 cw46-4.jy,46,unknown
379,75W,false,baked,12h,6,1200,1431466502.2173645,ok,166,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw166 cw71-6.jy,71,unknown
379,75W,false,baked,12h,7,1200,1431466743.0661876,N/A,166,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw166 cw71-7.jy,71,unknown
379,75W,false,baked,12h,6,1200,1431467847.0129144,good,228,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw228 cw71-6.jy,71,unknown
379,9W,false,baked,12h,1,850,1430433603.6242864,OK,44,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw44 cw46-1.jy,46,unknown
379,9W,false,baked,12h,2,850,1430436349.9628978,good,44,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw44 cw46-2.jy,46,unknown
379,75W,false,baked,12h,3,1200,1431469030.0409923,very good,44,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw44 cw46-3.jy,46,unknown
379,9W,false,baked,12h,1,850,1430431143.1567647,bad,46,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw46 cw71-1.jy,71,unknown
379,9W,false,baked,12h,2,850,1430432759.8812044,N/A,46,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw46 cw71-2.jy,71,unknown
379,9W,false,baked,12h,3,850,1430434533.5425074,bad,46,Y:/Characterization/GDOES/TCO/043015 9W 850Pa/S379 dw46 cw71-3.jy,71,unknown
379,75W,false,baked,12h,4,1200,1431472720.562462,N/A,46,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw46 cw71-4.jy,71,unknown
379,75W,false,baked,12h,5,1200,1431380616.4950006,ok,51,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw51 cw71-5.jy,71,unknown
379,75W,false,baked,12h,5,1200,1431381483.8097239,N/A,91,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw91 cw71-5.jy,71,unknown
379,75W,false,baked,12h,6,1200,1431382414.2889583,good,91,Y:/Characterization/GDOES/TCO/S00379\3.75w 1200Pa/S379 dw91 cw71-6.jy,71,unknown
379,unknown,false,baked,12h,1,unknown,1424805001.981521,N/A,166,Y:/Characterization/GDOES/TCO/Today/S379_DW 166 cw 71-1.jy,71,unknown
379,unknown,false,baked,12h,1,unknown,1424805779.6694746,N/A,228,Y:/Characterization/GDOES/TCO/Today/S379_DW 228 cw 71-1.jy,71,unknown
379,unknown,false,baked,12h,1,unknown,1424803731.4372892,N/A,51,Y:/Characterization/GDOES/TCO/Today/S379_DW 51 cw 71-1.jy,71,unknown
379,unknown,false,baked,12h,2,unknown,1425420019.3184886,N/A,51,Y:/Characterization/GDOES/TCO/Today/S379_DW 51_Cw 71-2.jy,71,unknown
379,unknown,false,baked,12h,1,unknown,1424804435.6381261,N/A,91,Y:/Characterization/GDOES/TCO/Today/S379_DW 91 cw 71-1.jy,71,unknown
380,unknown,false,baked,12h,1,unknown,1424394705.5172052,good,unknown,Y:/Characterization/GDOES/TCO/Today/S380R_C12219-1.jy,unknown,unknown
380,unknown,false,baked,12h,2,unknown,1424720128.4225178,N/A,108,Y:/Characterization/GDOES/TCO/Today/S380R_C12219_Dw108-2.jy,unknown,unknown
380,unknown,false,baked,12h,3,unknown,1424720518.4544027,bad,108,Y:/Characterization/GDOES/TCO/Today/S380R_C12219_Dw108-3.jy,unknown,unknown
380,unknown,false,baked,12h,4,unknown,1424721248.5980852,N/A,108,Y:/Characterization/GDOES/TCO/Today/S380R_C12219_Dw108-4.jy,unknown,unknown
380,unknown,false,baked,12h,5,unknown,1424729162.5337481,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S380R_C122219_D108-5.jy,unknown,122219
380,unknown,false,baked,12h,6,unknown,1424729708.6595073,N/A,unknown,Y:/Characterization/GDOES/TCO/Today/S380R_C122219_D108-6.jy,unknown,122219
380,unknown,false,baked,12h,1,unknown,1424394159.1730456,good,unknown,Y:/Characterization/GDOES/TCO/Today/S380R_C12224-1.jy,unknown,unknown
380,unknown,false,baked,12h,2,unknown,1424719642.5752645,N/A,118,Y:/Characterization/GDOES/TCO/Today/S380R_C12224_Dw118-2.jy,unknown,unknown
380,unknown,false,baked,12h,3,unknown,1424727558.9797437,N/A,118,Y:/Characterization/GDOES/TCO/Today/S380R_C12224_Dw118-3.jy,unknown,unknown
384,9W,false,baked,12h,2,850,1430174858.8704622,N/A,174,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw 174 cw46-2.jy,46,unknown
384,9W,false,baked,12h,1,unknown,1429831464.189423,noisy,156,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw156 cw 46-1.jy,46,unknown
384,9W,false,baked,12h,1,850,1430158982.8506382,good,156,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw156 cw46-1.jy,46,unknown
384,9W,false,baked,12h,3,850,1430160592.3524525,good,156,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw156 cw46-3.jy,46,unknown
384,9W,false,baked,12h,6,unknown,1431552144.8471038,good,164,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw164 cw46-6.jy,46,unknown
384,75W,false,baked,12h,7,1200,1431551863.82821,N/A,164,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S384 dw164 cw46-7.jy,46,unknown
384,9W,false,baked,12h,1,850,1430166164.6000278,good,165,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw165 cw46-1.jy,46,unknown
384,9W,false,baked,12h,4,850,1430169581.6562178,N/A,165,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw165 cw46-4.jy,46,unknown
384,9W,false,baked,12h,5,850,1430170743.7178588,good,165,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw165 cw46-5.jy,46,unknown
384,9W,false,baked,12h,1,850,1430172170.3437521,good,174,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw174 cw46-1.jy,46,unknown
384,9W,false,baked,12h,2,850,1430175328.0412862,good,174,Y:/Characterization/GDOES/TCO/042715 9W 850Pa/S384 dw174 cw46-2.jy,46,unknown
384,9W,false,baked,12h,3,unknown,1431553344.3176105,bad,174,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw174 cw46-3.jy,46,unknown
384,9W,false,baked,12h,4,unknown,1431556345.464049,good,174,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw174 cw46-4.jy,46,unknown
384,9W,false,baked,12h,2,unknown,1429833149.503504,good,182,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw182 cw 46-2.jy,46,unknown
384,9W,false,baked,12h,3,unknown,1431551050.278594,very good,182,Y:/Characterization/GDOES/TCO/S00384\9W 850PA/S384 dw182 cw46-3.jy,46,unknown
384,75W,false,baked,12h,3,1200,1431550862.532264,N/A,1828,Y:/Characterization/GDOES/TCO/051215 3.75W 1200Pa/S384 dw1828 cw46-3.jy,46,unknown
387,9W,false,baked,12h,1,800,1416959554.2444353,N/A,unknown,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 DW-1 CW 10-1.jy,10,unknown
387,9W,false,baked,12h,2,800,1417041764.7429557,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 10-2.jy,10,unknown
387,9W,false,baked,12h,3,800,1417042459.053375,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 10-3.jy,10,unknown
387,9W,false,baked,12h,1,800,1416961086.5335145,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 20-1.jy,20,unknown
387,9W,false,baked,12h,2,850,1425669240.7303836,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 25-2.jy,25,unknown
387,9W,false,baked,12h,1,850,1425675006.7876868,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 27-1.jy,27,unknown
387,9W,false,baked,12h,10,850,1426009875.3979728,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 27-10.jy,27,unknown
387,9W,false,baked,12h,1,850,1425935864.8170235,good,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 28-1.jy,28,unknown
387,9W,false,baked,12h,1,850,1425935061.7900133,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 29-1.jy,29,unknown
387,9W,false,baked,12h,2,850,1426011189.497481,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 31-2.jy,31,unknown
387,9W,false,baked,12h,1,850,1425932444.8220286,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 32-1.jy,32,unknown
387,9W,false,baked,12h,2,850,1425933750.0305092,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 32-2.jy,32,unknown
387,9W,false,baked,12h,1,850,1425934272.3974266,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 33-1.jy,33,unknown
387,9W,false,baked,12h,2,850,1426010483.0658402,noisy,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 35-2.jy,35,unknown
387,9W,false,baked,12h,2,850,1426032036.683823,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 37-2.jy,37,unknown
387,9W,false,baked,12h,1,850,1426124023.705882,N/A,0,Y:/Characterization/GDOES/TCO/S00387\9W 850Pa/S387 dw 0 cw 39-1.jy,39,unknown
387,9W,false,baked,12h,1,800,1417046913.1773858,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 40-1.jy,40,unknown
387,9W,false,baked,12h,2,800,1417047587.925371,good,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 40-2.jy,40,unknown
387,9W,false,baked,12h,1,800,1417048116.7150877,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 50-1.jy,50,unknown
387,9W,false,baked,12h,2,800,1417048652.5916288,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 50-2.jy,50,unknown
387,9W,false,baked,12h,1,800,1417049191.1568787,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 53-1.jy,53,unknown
387,9W,false,baked,12h,1,800,1417044309.4548125,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 70-1.jy,70,unknown
387,9W,false,baked,12h,1,800,1417046349.766796,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 85-1.jy,85,unknown
387,9W,false,baked,12h,1,800,1417045665.0035934,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 90-1.jy,90,unknown
387,9W,false,baked,12h,1,800,1417042979.7822897,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 95-1.jy,95,unknown
387,9W,false,baked,12h,2,800,1417043454.881124,N/A,0,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387 dw 0 cw 95-2.jy,95,unknown
387,unknown,false,baked,12h,1,unknown,1424400867.7864425,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW 0 cw 20-1.jy,20,unknown
387,unknown,false,baked,12h,1,unknown,1424812147.3608465,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW 0 cw 35 -1.jy,35,unknown
387,unknown,false,baked,12h,2,unknown,1420841050.9055004,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 20-2.jy,20,unknown
387,unknown,false,baked,12h,3,unknown,1420841854.8943877,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 20-3.jy,20,unknown
387,unknown,false,baked,12h,2,unknown,1420847370.0876625,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 42-2.jy,42,unknown
387,unknown,false,baked,12h,2,unknown,1420846808.1278753,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 45-2.jy,45,unknown
387,unknown,false,baked,12h,2,unknown,1420846111.1030512,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 48-2.jy,48,unknown
387,unknown,false,baked,12h,2,unknown,1420847857.7133188,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 50-2.jy,50,unknown
387,unknown,false,baked,12h,2,unknown,1420845324.4808817,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 53-2.jy,53,unknown
387,unknown,false,baked,12h,2,unknown,1420844563.7611456,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 55-2.jy,55,unknown
387,unknown,false,baked,12h,3,unknown,1420848559.730152,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_DW 0_cw 55-3.jy,55,unknown
387,9W,false,baked,12h,1,800,1416957746.7160606,N/A,unknown,Y:/Characterization/GDOES/TCO/S00387\DW -1 9W 800Pa/S387_DW-1_Cw 5-1.jy,5,unknown
387,unknown,false,baked,12h,2,unknown,1424712665.6686344,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW0_CW 20-2.jy,20,unknown
387,unknown,false,baked,12h,3,unknown,1424728630.4208255,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW0_CW 20-3.jy,20,unknown
387,unknown,false,baked,12h,1,unknown,1424801678.3714952,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW0_CW25-1.jy,25,unknown
387,unknown,false,baked,12h,1,unknown,1424802895.8062215,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW0_CW30-1.jy,30,unknown
387,unknown,false,baked,12h,1,unknown,1424802266.7507167,N/A,0,Y:/Characterization/GDOES/TCO/Today/S387_DW0_CW40-1.jy,40,unknown
387,unknown,false,baked,12h,2,unknown,1420768054.0868087,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 10-2.jy,10,unknown
387,unknown,false,baked,12h,2,unknown,1420766801.7634091,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 5-2.jy,5,unknown
387,unknown,false,baked,12h,3,unknown,1420767288.2034636,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 5-3.jy,5,unknown
387,unknown,false,baked,12h,2,unknown,1420759908.9689271,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 70-2.jy,70,unknown
387,unknown,false,baked,12h,2,unknown,1420760715.022343,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 85-2.jy,85,unknown
387,unknown,false,baked,12h,2,unknown,1420759244.45456,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 90-2.jy,90,unknown
387,unknown,false,baked,12h,2,unknown,1420765156.4441192,N/A,0,Y:/Characterization/GDOES/TCO/S00387\rec 2015/S387_dw 0 CW 95-2.jy,95,unknown
394,9W,false,baked,12h,1,850,1429058156.096493,N/A,100,Y:/Characterization/GDOES/TCO/041414 9W850Pa/S394 dw 100 cw 46-1.jy,46,unknown
394,9W,false,baked,12h,3,850,1426265788.337,OK,100,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 100 cw 46-3.jy,46,unknown
394,9W,false,baked,12h,1,850,1426266341.6387715,good,104,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 104 cw 46-1.jy,46,unknown
394,9W,false,baked,12h,1,850,1426267190.9198632,good,126,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 126 cw 46-1.jy,46,unknown
394,9W,false,baked,12h,3,850,1429821853.706367,good,126,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 126 cw 46-3.jy,46,unknown
394,9W,false,baked,12h,1,850,1426271866.774064,good,130,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 130 cw 46-1.jy,46,unknown
394,9W,false,baked,12h,2,850,1428965910.1323965,N/A,130,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S394 dw 130 cw 46-2.jy,46,unknown
394,9W,false,baked,12h,1,850,1426206766.9419255,N/A,166,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 166 cw 46 -1.jy,46,unknown
394,9W,false,baked,12h,1,850,1428956090.304573,N/A,166,Y:/Characterization/GDOES/TCO/042315 9W 850Pa/S394 dw 166 cw 46-1.jy,46,unknown
394,9W,false,baked,12h,2,850,1426261454.9318006,good,166,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 166 cw 46-2.jy,46,unknown
394,9W,false,baked,12h,4,850,1426201179.9585369,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29 -4.jy,29,unknown
394,9W,false,baked,12h,5,850,1426201595.8396673,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29 -5.jy,29,unknown
394,9W,false,baked,12h,1,850,1426199201.1104734,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-1.jy,29,unknown
394,9W,false,baked,12h,10,850,1426207764.111277,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-10.jy,29,unknown
394,9W,false,baked,12h,2,850,1426199810.790932,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-2.jy,29,unknown
394,9W,false,baked,12h,3,850,1426200912.8236678,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-3.jy,29,unknown
394,9W,false,baked,12h,7,850,1426202275.4080608,good,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-7.jy,29,unknown
394,9W,false,baked,12h,8,850,1426202687.7947853,N/A,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-8.jy,29,unknown
394,9W,false,baked,12h,9,850,1426202963.68127,OK,63,Y:/Characterization/GDOES/TCO/S00394 9W 850Pa/S394 dw 63 cw 29-9.jy,29,unknown
